,region_name,value,oktmo,in_program
67091,Оренбургская область,920.0,53643404,False
67097,Оренбургская область,296.0,53643407,False
67103,Оренбургская область,557.0,53643410,False
67109,Оренбургская область,729.0,53643413,False
67115,Оренбургская область,584.0,53643416,False
67121,Оренбургская область,374.0,53643419,False
67127,Оренбургская область,628.0,53643422,False
67133,Оренбургская область,683.0,53643425,False
67139,Оренбургская область,536.0,53643428,False
67145,Оренбургская область,690.0,53643431,False
67151,Оренбургская область,602.0,53643434,False
67157,Оренбургская область,5312.0,53643437,False
67163,Оренбургская область,449.0,53643440,False
67169,Оренбургская область,729.0,53643443,False
67177,Оренбургская область,13697.0,53643000,False
67183,Оренбургская область,27338.0,53644101,False
67188,Оренбургская область,1200.0,53644402,False
67191,Оренбургская область,1368.0,53644404,False
67194,Оренбургская область,979.0,53644407,False
67197,Оренбургская область,2851.0,53644410,False
67200,Оренбургская область,669.0,53644413,False
67203,Оренбургская область,1508.0,53644416,False
67206,Оренбургская область,968.0,53644418,False
67209,Оренбургская область,2726.0,53644419,False
67212,Оренбургская область,1316.0,53644422,False
67215,Оренбургская область,806.0,53644425,False
